time_s,x_m,y_m,nearest_index,error_m
0.00017289099923800677,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.0006820769995101728,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.0017293569981120527,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.0030828090020804666,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.003567466999811586,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.004748856998048723,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.005185820999031421,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.006232334002561402,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.007615283000632189,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.008823983996990137,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.00996515600127168,0.24415297179202933,0.6247674531305852,0,0.0631738505361082
0.011060855002142489,0.24415297179202933,0.6247674531305852,0,0.0631738505361082
0.011497954998048954,0.24415297179202933,0.6247674531305852,0,0.0631738505361082
0.012507997998909559,0.24415297179202933,0.6247674531305852,0,0.0631738505361082
0.013528584000596311,0.24415297179202933,0.6247674531305852,0,0.0631738505361082
0.014574793000065256,0.24415297179202933,0.6247674531305852,0,0.0631738505361082
0.01559040299616754,0.24415297179202933,0.6247674531305852,0,0.0631738505361082
0.016593742002442013,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.017593586999282707,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.018582573997264262,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.019587620998208877,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.020657893997849897,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.021671540001989342,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.02209712399780983,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.023109027002647053,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.024141449997841846,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.02518845599843189,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.02621560599800432,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.026646248996257782,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.027693056996213272,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.02869389799889177,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.029748685999948066,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.03019884500099579,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.03129191500192974,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.03235069099901011,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.03337874299904797,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.03380459800246172,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.03494766900257673,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.036013042998092715,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.037022721000539605,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.03808267100248486,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.039118173997849226,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.04012245099875145,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.041131546000542585,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.042146056999627035,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.04315647100156639,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.04416679299902171,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.045162533002439886,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.0461739669990493,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.04720209100196371,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.04762436400051229,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.04861421800160315,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.04901607600186253,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.050059036002494395,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.05047248600021703,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.05154046000097878,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.052518570999382064,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.05353090100106783,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.054594285000348464,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.05568167599994922,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.0567700129977311,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.058334834000561386,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.05967469699680805,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.06015376799769001,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.06131305899907602,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.06177396499697352,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.06286048000038136,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.063288625999121,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.06445842600078322,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.06620274099987,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.06746587400266435,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.06893654500163393,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.07015764300012961,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.07131719699827954,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.07180476900248323,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.07298070399701828,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.07348770200042054,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
0.0746153250001953,0.2441529717920293,0.6247674531305852,0,0.06317385053610823
